,Unnamed: 0,Unnamed: 1,time,geometry
3,gdf_nodes3,0,15 mins,"POLYGON ((-8227454.592675774 4992529.381826323, -8228255.970558046 4993022.013434546, -8228404.637738001 4993205.494379781, -8228494.36124758 4994246.413713264, -8228474.16789195 4994348.574248916, -8227905.581328825 4995249.308746668, -8227748.409339773 4995432.036512692, -8227328.846178974 4995800.005562511, -8226786.798182456 4995752.723927368, -8226503.178383812 4995626.194040379, -8226137.838946977 4995063.27154773, -8226113.871860609 4994927.975335924, -8226130.41393694 4994841.930926029, -8226408.623608331 4993475.422561782, -8226577.829234337 4993219.862096406, -8227339.287947211 4992547.575750021, -8227454.592675774 4992529.381826323))"
4,gdf_nodes4,0,15 mins,"POLYGON ((-8229526.315191132 4983392.005803293, -8230338.123709691 4983714.018218795, -8230365.630755865 4983729.41613744, -8230469.859195096 4983904.545273023, -8231218.026360768 4986138.658744068, -8229296.596289931 4986911.791639234, -8228506.394884535 4986788.230429756, -8228301.2775908 4986539.538633594, -8227863.903311473 4985796.369694185, -8227806.963391931 4983657.279966062, -8227933.255354237 4983598.821380357, -8229526.315191132 4983392.005803293))"
5,gdf_nodes5,0,15 mins,"POLYGON ((-8234169.050401952 4949844.936880538, -8235263.187413063 4950522.222413116, -8233927.598426423 4953878.562075292, -8233868.587964352 4953887.593807293, -8233745.847093803 4953905.188114314, -8232907.010202881 4952704.302537174, -8232604.777785376 4952066.020852151, -8232409.189440052 4951439.653898061, -8232396.832976575 4951349.652667418, -8232559.381697032 4951041.192177315, -8233655.967736938 4950150.692287239, -8234042.190710244 4949864.487822925, -8234169.050401952 4949844.936880538))"
6,gdf_nodes6,0,15 mins,"POLYGON ((-8231470.599153429 4954128.081395206, -8231588.764792906 4954217.345696342, -8232262.102996866 4955177.061609485, -8232770.777410047 4956221.798508033, -8232925.934516315 4956557.011346586, -8232871.666264553 4956923.959143253, -8232685.595735692 4958128.88241017, -8232616.744630637 4958386.064351113, -8232407.408328199 4958421.811899316, -8232300.096339075 4958436.920668394, -8231186.790111652 4958557.791660091, -8230471.261820679 4957036.686154256, -8230443.398552135 4954982.019831043, -8231258.26835669 4954171.848366356, -8231470.599153429 4954128.081395206))"
7,gdf_nodes7,0,15 mins,"POLYGON ((-8236925.209674503 4952498.285764132, -8237706.82834716 4952839.777820985, -8237719.084623096 4952847.928974502, -8239430.788773279 4954095.545873968, -8240118.041913588 4956734.954378922, -8239727.254841159 4957086.626130746, -8237405.319506346 4956328.225911688, -8236744.527008995 4956069.67546943, -8235802.986755867 4954643.151121594, -8235654.25278422 4954344.220288251, -8235345.975718364 4953672.88715856, -8235400.121518685 4953306.706173665, -8235456.081826709 4952964.127630259, -8235615.168511 4952620.417578848, -8235724.272743926 4952502.669054645, -8236925.209674503 4952498.285764132))"
8,gdf_nodes8,0,15 mins,"POLYGON ((-8236754.946513334 4972775.882387904, -8237316.319573456 4972813.136886533, -8237699.202962039 4972938.005129615, -8238104.728735051 4973090.772576827, -8238115.582385402 4973097.265870581, -8238328.146953072 4973250.035806997, -8237848.727302074 4973719.040766996, -8237837.684408587 4973723.374804509, -8237654.541582334 4973738.463146707, -8237350.750691959 4973569.495612594, -8237055.754041356 4973283.413689555, -8236679.516426373 4972916.571749547, -8236612.190398342 4972810.037236317, -8236737.313505993 4972778.262205728, -8236754.946513334 4972775.882387904))"
9,gdf_nodes9,0,15 mins,"POLYGON ((-8231595.555281843 4976382.176902687, -8231871.805730198 4976425.676134998, -8232045.753566511 4977070.633761154, -8231968.809534474 4977437.940330969, -8231670.195000422 4977873.826165927, -8231657.827404993 4977884.673220664, -8230229.887768793 4978785.873316053, -8230207.134064875 4978795.104462292, -8230080.530407996 4978567.606287249, -8229967.162638571 4977900.64986658, -8230026.273288184 4977764.900651316, -8230034.254895672 4977755.920339917, -8230101.39168057 4977688.193478317, -8230169.441285291 4977620.908011815, -8231595.555281843 4976382.176902687))"
10,gdf_nodes10,0,15 mins,"POLYGON ((-8230471.61804305 4981817.289264865, -8230709.697038009 4981829.55227061, -8230731.10377609 4981831.081471448, -8231327.041538103 4981930.435927678, -8231509.438523768 4982022.851036537, -8231658.539849736 4982128.147981014, -8232252.028582951 4982821.127550987, -8232355.53344549 4982987.196443834, -8232452.370270532 4983163.165202247, -8232390.999835256 4983378.196684896, -8232208.602849592 4983649.044269903, -8232139.774008434 4983731.960399495, -8231722.459501349 4983740.578540644, -8230570.302771638 4983720.150911274, -8230443.81043425 4983531.21574942, -8230353.919945435 4983353.475617581, -8230024.670287514 4982674.310473755, -8229919.150542191 4982385.682537262, -8229959.915739721 4982275.148002886, -8230098.898123976 4982084.873313788, -8230471.61804305 4981817.289264865))"
11,gdf_nodes11,0,15 mins,"POLYGON ((-8221631.158417805 4991286.313828747, -8222685.420787312 4991402.911413038, -8222882.27817483 4992186.809535652, -8223090.412226765 4993138.013502244, -8223098.538549594 4993403.876733103, -8223092.415977602 4993665.62513757, -8222964.443090984 4993966.659215059, -8222641.015442433 4994632.594704359, -8222495.498604069 4994870.273670498, -8221451.344044325 4994797.201089733, -8220937.827233297 4994538.514128112, -8220601.865010083 4993797.09085194, -8220598.302786376 4993512.078961418, -8220721.644782175 4992993.896874717, -8221130.376556521 4991409.461053621, -8221631.158417805 4991286.313828747))"
12,gdf_nodes12,0,15 mins,"POLYGON ((-8238344.410730678 4958298.008883079, -8239468.73758769 4958370.662288084, -8240832.512669398 4958879.192536796, -8241073.374651628 4959157.812064475, -8241048.951155347 4960074.62939457, -8240754.288463217 4960499.677156549, -8240742.655576428 4960515.449364264, -8240361.831598424 4960984.460409361, -8239438.915096106 4961583.558374917, -8239410.027688245 4961563.279710595, -8239317.610246988 4961493.185114109, -8237773.453062397 4958389.834193084, -8237838.686284003 4958306.956678941, -8238344.410730678 4958298.008883079))"
13,gdf_nodes13,0,15 mins,"POLYGON ((-8230316.817159154 4981982.723509493, -8231397.929789839 4982223.814643786, -8231973.663064272 4982460.015031883, -8232656.463424952 4982798.701923043, -8232673.005501284 4982807.628052061, -8232953.742125114 4983033.0044856, -8233092.479606491 4983156.224037854, -8233026.322433112 4983821.392367556, -8232836.066291397 4984483.355598026, -8232433.735387772 4984637.936339905, -8232243.412454363 4984653.350424446, -8232049.293526319 4984666.278859545, -8231205.001980346 4984676.000936355, -8230677.1694828 4984384.048691022, -8230481.514345782 4984274.638711532, -8230226.503656273 4983853.218051014, -8229948.92850598 4983256.591990608, -8229810.191024603 4982557.611295256, -8229801.797534999 4982436.281509183, -8229823.026161892 4982322.026138667, -8230117.566402583 4982112.840813801, -8230131.525866728 4982103.283036645, -8230316.817159154 4981982.723509493))"
14,gdf_nodes14,0,15 mins,"POLYGON ((-8234481.334969475 4964591.971818544, -8235858.390466435 4964694.791359323, -8237012.584342826 4965403.372869243, -8237403.482734747 4965689.899619129, -8237575.638327261 4965864.015802386, -8237626.800765228 4965993.933361072, -8237715.288628459 4966581.373101229, -8237662.589981519 4967018.815843816, -8237555.79006205 4967293.453438254, -8237450.00314995 4967521.526249913, -8237351.886150763 4967553.005237656, -8237145.778113562 4967588.771598535, -8235968.975248589 4967717.419992527, -8234731.547788931 4967205.684849515, -8234317.31683174 4966651.181168022, -8234023.656015027 4966212.521711636, -8233721.534917014 4965701.951571118, -8233417.632707148 4965102.073037803, -8233437.937382268 4964986.493561229, -8233582.385553521 4964748.850945924, -8233890.406584548 4964694.982174607, -8234481.334969475 4964591.971818544))"
15,gdf_nodes15,0,15 mins,"POLYGON ((-8233737.78756267 4957750.008638314, -8234450.499470526 4957949.080556083, -8235271.436187329 4960154.484911772, -8235365.601344591 4960468.719687829, -8235218.893387674 4961252.252522165, -8233276.702231806 4961506.978024146, -8232724.780196453 4960930.773748139, -8233335.122700573 4958640.099204899, -8233548.555560271 4957898.344115056, -8233634.705714196 4957770.396749266, -8233737.78756267 4957750.008638314))"
16,gdf_nodes16,0,15 mins,"POLYGON ((-8256396.480295422 4942431.197735084, -8257007.468452591 4942450.880357332, -8257501.971894593 4942783.733535682, -8257569.876783976 4944072.064327644, -8257581.465142968 4944369.276017388, -8257380.299691156 4944800.835622774, -8257370.481312067 4944810.444931889, -8256164.980282368 4945167.065352585, -8255713.023149749 4945290.497563321, -8255399.224637152 4945203.819452856, -8255144.97092018 4945031.696017539, -8254633.357672444 4944067.21609171, -8254507.555515898 4943750.020699919, -8254544.491322943 4943709.053793656, -8255134.952166009 4943167.829200544, -8255316.625574984 4943007.457986329, -8256396.480295422 4942431.197735084))"
17,gdf_nodes17,0,15 mins,"POLYGON ((-8249643.661872718 4955753.572727213, -8250216.75687522 4956494.490796254, -8250669.326265039 4957114.243560406, -8250639.448113711 4957141.1717293, -8249862.749762549 4957728.593833664, -8249763.786735233 4957743.994887077, -8249052.677828046 4957131.344992425, -8248805.882516957 4956498.78787972, -8249007.259475802 4956226.30078762, -8249449.309173742 4955801.643736992, -8249643.661872718 4955753.572727213))"
18,gdf_nodes18,0,15 mins,"POLYGON ((-8215876.675452432 4968518.331741647, -8216922.522068434 4968735.904565961, -8217077.245028689 4968827.196433926, -8217252.328323807 4969119.051254178, -8217283.108163011 4969235.266964175, -8217250.48042026 4969354.773515372, -8216760.118063315 4970047.053271271, -8216507.756777687 4970170.123831687, -8215712.189772835 4970507.356853647, -8215112.645259321 4970216.50333018, -8214891.286451878 4969918.550460861, -8214896.396016505 4969639.815311639, -8215184.501990628 4969222.168030658, -8215876.675452432 4968518.331741647))"
19,gdf_nodes19,0,15 mins,"POLYGON ((-8223339.255816486 4972761.206857432, -8224389.733323305 4972891.289529562, -8224708.218386463 4973120.903259173, -8224918.935050586 4973855.541834119, -8224924.456497332 4975160.706420991, -8224867.405258298 4975485.077811526, -8224789.080864577 4975681.131190703, -8221767.714037159 4975252.469738008, -8222065.604994523 4973827.994645716, -8222593.593339355 4973282.502847935, -8223098.148931376 4972767.1123235, -8223339.255816486 4972761.206857432))"
0,gdf_nodes0,0,15 mins,"POLYGON ((-8219842.721742618 4987975.153568144, -8220892.186242071 4988275.879582886, -8221031.892203017 4988400.651451777, -8221179.72448679 4988536.754661891, -8221720.236274338 4989184.278821209, -8221907.753956579 4989548.097786893, -8222122.489254318 4990774.710943161, -8222047.905195488 4991269.181960868, -8221653.823066129 4991353.487525531, -8221119.979316082 4991345.289483839, -8219631.125654518 4991017.196856041, -8219618.568815957 4990948.68617415, -8219366.886579222 4989281.16246821, -8219489.950276294 4988729.671341426, -8219842.721742618 4987975.153568144))"
1,gdf_nodes1,0,15 mins,"POLYGON ((-8219632.283377223 4976594.399145266, -8220039.234039715 4976751.88246234, -8220700.56087062 4977056.716006091, -8220418.855767219 4977305.621956205, -8220056.221394009 4977549.933958014, -8219036.679573682 4978052.069201048, -8218054.685817598 4978007.622047602, -8217894.797632971 4977871.886043587, -8217886.738101838 4977424.315997015, -8217894.352355009 4977411.544119764, -8217902.211511059 4977398.595893014, -8218107.907666146 4977137.827256737, -8218315.117766308 4977006.144900385, -8218664.17116164 4976805.200457727, -8219632.283377223 4976594.399145266))"
2,gdf_nodes2,0,15 mins,"POLYGON ((-8236156.971604641 4969643.090183232, -8236491.820632946 4969644.63216351, -8236717.50976858 4969650.844143663, -8237007.274403117 4970011.248547072, -8236989.563472131 4970100.261272176, -8236982.739587345 4970108.61773031, -8236801.3222132 4970297.690011646, -8236346.760204495 4970590.220262033, -8236115.794524997 4970670.146958657, -8236105.441812352 4970673.466236555, -8235518.665644431 4970303.902406676, -8235383.022844901 4970217.164217593, -8235381.397580335 4970201.552600179, -8235495.967600259 4969994.697350951, -8235506.754458917 4969984.211514488, -8235927.820432842 4969698.058258898, -8236136.132595965 4969645.953861082, -8236156.971604641 4969643.090183232))"
3,gdf_nodes3,0,15 mins,"POLYGON ((-8226737.227613205 4977183.637260482, -8227415.552930353 4977428.313642116, -8227598.428589828 4977526.447524052, -8228620.052084635 4978082.80311491, -8228727.508789097 4978228.566375318, -8228695.181608971 4978730.898199087, -8228351.983618855 4979513.852420269, -8228195.21237997 4979837.192328662, -8227567.570826981 4980220.362878444, -8227553.321932158 4980222.171154481, -8226129.089235001 4980358.395578909, -8225702.435022638 4980372.89140441, -8225588.109905592 4980268.907120475, -8225442.414956043 4977813.168129296, -8226370.496682735 4977286.001423431, -8226737.227613205 4977183.637260482))"
4,gdf_nodes4,0,15 mins,"POLYGON ((-8225204.146717948 4974105.820780525, -8225424.559309719 4974179.4732109, -8226368.73783478 4975638.619806924, -8226503.991016094 4975855.013933419, -8226738.35194006 4978095.766946886, -8225362.866047921 4978313.788254618, -8225254.574447277 4978325.679396924, -8225076.774956584 4978269.281116231, -8224706.671045542 4978132.909449642, -8224640.113121998 4978062.093355534, -8224309.449706545 4977553.049809566, -8223705.073927131 4976239.159845948, -8223564.110055939 4974599.683211718, -8224192.96499138 4974306.621561319, -8224314.937757441 4974258.694637333, -8224797.719257062 4974130.650682067, -8225204.146717948 4974105.820780525))"
5,gdf_nodes5,0,15 mins,"POLYGON ((-8233199.769331717 4959207.454789879, -8234511.714058513 4960920.855173364, -8234516.467400769 4961268.656879595, -8233603.224562199 4962750.987671542, -8232804.373632369 4963289.361591212, -8232468.300089663 4963396.49691119, -8231244.564927373 4963177.090904686, -8230942.532884952 4963090.430556085, -8230637.428424587 4963001.86315179, -8230027.887420799 4962794.382285918, -8230007.749724914 4962515.483156702, -8230728.599087548 4960799.33877556, -8230802.29259045 4960629.01000984, -8231269.389173821 4959577.039881732, -8231365.791852848 4959427.696074187, -8231562.515656978 4959223.195576575, -8233199.769331717 4959207.454789879))"
6,gdf_nodes6,0,15 mins,"POLYGON ((-8246946.179103764 4955224.117981119, -8247689.448211842 4956157.520259951, -8247596.696812114 4956499.682494603, -8246365.87059826 4957409.621460303, -8246063.304222283 4957430.698221732, -8245891.538247989 4957348.899520162, -8245875.908991482 4957337.371194329, -8245670.034725209 4957014.554246086, -8245396.077458367 4956405.103088088, -8245281.641021831 4956081.964893568, -8245271.466420371 4955852.765270963, -8245642.405227593 4955472.08782338, -8245676.580311268 4955449.284894034, -8246050.179654319 4955308.949063057, -8246946.179103764 4955224.117981119))"
7,gdf_nodes7,0,15 mins,"POLYGON ((-8229637.779397263 4986114.107206558, -8229963.834185796 4987054.803298697, -8230000.502826064 4987166.804326741, -8230043.872899677 4987302.081156529, -8230066.481888257 4987448.011576814, -8230163.140602113 4988140.721668265, -8230116.809430045 4989060.541674659, -8229918.170930673 4990017.768646202, -8229708.233502986 4990174.26194956, -8228818.056062909 4990557.176363747, -8227699.428763825 4990012.632694512, -8227554.334939525 4989483.099688229, -8227533.039520937 4988284.884291684, -8227576.142427772 4987915.10952633, -8227678.111081338 4987407.376230897, -8227874.589982589 4987213.470575276, -8228055.929433091 4987074.119816658, -8228212.221998164 4986969.843439559, -8229521.339209894 4986142.159807175, -8229637.779397263 4986114.107206558))"
